,people_served,elevation,cell,people_crossing_daily,injuries,deaths,near_city_centers,how_to_cross_river,len_impossible_dangerous_to_cross,time_to_nearest_safe_passage,hours_to_reach_hospital,hours_to_reach_medical_center,hours_to_reach_market,hours_to_reach_elementary,hours_to_reach_midlle_school,hours_to_reach_church,land_type_within_50m,soil_type,sand_availible,gravel_availible,stone_availible,timber_availible,stone_provided_by,sand_provided_by,gravel_provided_by,timber_provided_by,cement_provided_by,steel_provided_by,land_owner,ownership_permission,general_comments
0,500-1000,1762m,Mariba,50-150,More,No,Kibeho Rusenge,now-Simple timber bridge,1-3 months,1-2,2-6,1-2 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 1m.-The proposed bridge span is approximately 70m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
0,500-1000,1749m,cyuna,50-150,More,No,Ndago,now-Simple timber bridge,1-3 months,1-2,2-6,1-2 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 1m.-The proposed bridge span is approximately 70m.-The level difference between two banks is 0.02m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
0,500-1000,2201m,Uwumusebeya,150-300,No,No,-Gisanze -Rugote,now-Simple timber bridge,3-6 months,2-3,>6,1-2 hours,1-2 hours,0.5 hours,1-2 hours,0.5 hours,bank-hilly,hard rock,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 4m.-The proposed bridge span is approximately 35m.-The level difference between two banks is 0.02m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion.-The soil from the site is silt for one side and hard rock for other side
0,500-1000,2257m,Remera,150-300,Many,No,-Mukato,now-Simple timber bridge,3-6 months,2-3,>6,2-6 hours,0.5-1 hours,0.5 hours,0.5 hours,0.5 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 3m.-The proposed bridge span is approximately 60m.-The level difference between two banks is 0.02m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion.-The soil from the site is silt for both sides.
0,500-1000,1913m,Nyabimata-Muganza,50-150,No,No,Nyabimata,now-Simple timber bridge,1-3 months,2-3,>6,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-hilly,hard rock,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 6m.-The proposed bridge span is approximately 23m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is hard rock for both sides.
0,500-1000,2216m,Uwumusebeya,50-150,No,No,Gisanze,now-Simple timber bridge,1-3 months,1-2,>6,1-2 hours,1-2 hours,0.5 hours,1-2 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 1m.-The proposed bridge span is approximately 20m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is a confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion.-The soil from the site is silt for both sides.
0,1000-3000,1948m,Uwacyiza-Rukore,50-150,Many,No,-Nsekera,now-Simple timber bridge,1-3 months,2-3,>6,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 8m.-The proposed bridge span is approximately 35m.-The level difference between two banks is 2m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated area and a flat area.-The soil from the site is silt for both sides.
0,500-1000,1619m,Sheke-Rusenge,50-150,Many,No,Runyani Sheke,now-Walking through river,6-9 months,1-2,>6,1-2 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 7m.-The proposed bridge span is approximately 45m.-The level difference between two banks is 4m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
0,500-1000,1633m,Bitare,50-150,No,No,Yaramba,now-Simple timber bridge,1-3 months,1-2,>6,1-2 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 2m.-The proposed bridge span is approximately 35m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
0,500-1000,1745m,cyuna,50-150,More,No,-Ndago -Remera,now-Simple timber bridge,1-3 months,1-2,2-6,1-2 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 1m.-The proposed bridge span is approximately 70m.-The level difference between two banks is 0.02m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
0,500-1000,1742m,Coko-cyuna,50-150,More,No,Ndago,now-Simple timber bridge,1-3 months,1-2,2-6,1-2 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 1m.-The proposed bridge span is approximately 70m.-The level difference between two banks is 0.02m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
